PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26123100","Melatonin regulates the transcription of βAPP-cleaving secretases mediated through melatonin receptors in human neuroblastoma SH-SY5Y cells","Panmanee J, Nopparat C, Chavanich N, Shukla M, Mukda S, Song W, Vincent B, Govitrapong P.","J Pineal Res. 2015 Oct;59(3):308-20. doi: 10.1111/jpi.12260. Epub 2015 Jul 18.","Panmanee J","J Pineal Res","2015","2015/07/01","","","10.1111/jpi.12260"
"30541857","A Single Adaptive Mutation in Sodium Taurocholate Cotransporting Polypeptide Induced by Hepadnaviruses Determines Virus Species Specificity","Takeuchi JS, Fukano K, Iwamoto M, Tsukuda S, Suzuki R, Aizaki H, Muramatsu M, Wakita T, Sureau C, Watashi K.","J Virol. 2019 Feb 19;93(5):e01432-18. doi: 10.1128/JVI.01432-18. Print 2019 Mar 1.","Takeuchi JS","J Virol","2019","2018/12/14","PMC6384088","","10.1128/JVI.01432-18"
"29083399","Oxidative stress controls regulatory T cell apoptosis and suppressor activity and PD-L1-blockade resistance in tumor","Maj T, Wang W, Crespo J, Zhang H, Wang W, Wei S, Zhao L, Vatan L, Shao I, Szeliga W, Lyssiotis C, Liu JR, Kryczek I, Zou W.","Nat Immunol. 2017 Dec;18(12):1332-1341. doi: 10.1038/ni.3868. Epub 2017 Oct 30.","Maj T","Nat Immunol","2017","2017/10/31","PMC5770150","NIHMS930217","10.1038/ni.3868"
"32422890","Anti-Cancer Potential of Oxialis obtriangulata in Pancreatic Cancer Cell through Regulation of the ERK/Src/STAT3-Mediated Pathway","An EJ, Kim Y, Lee SH, Ko HM, Chung WS, Jang HJ.","Molecules. 2020 May 14;25(10):2301. doi: 10.3390/molecules25102301.","An EJ","Molecules","2020","2020/05/20","PMC7288118","","10.3390/molecules25102301"
"29584779","Oral administration of Pantoea agglomerans-derived lipopolysaccharide prevents development of atherosclerosis in high-fat diet-fed apoE-deficient mice via ameliorating hyperlipidemia, pro-inflammatory mediators and oxidative responses","Kobayashi Y, Inagawa H, Kohchi C, Kazumura K, Tsuchiya H, Miwa T, Okazaki K, Soma GI.","PLoS One. 2018 Mar 27;13(3):e0195008. doi: 10.1371/journal.pone.0195008. eCollection 2018.","Kobayashi Y","PLoS One","2018","2018/03/28","PMC5871011","","10.1371/journal.pone.0195008"
"31861050","Gigantol Targets Cancer Stem Cells and Destabilizes Tumors via the Suppression of the PI3K/AKT and JAK/STAT Pathways in Ectopic Lung Cancer Xenografts","Losuwannarak N, Maiuthed A, Kitkumthorn N, Leelahavanichkul A, Roytrakul S, Chanvorachote P.","Cancers (Basel). 2019 Dec 17;11(12):2032. doi: 10.3390/cancers11122032.","Losuwannarak N","Cancers (Basel)","2019","2019/12/22","PMC6966687","","10.3390/cancers11122032"
"27517749","Targeting the RAS/MAPK pathway with miR-181a in acute myeloid leukemia","Huang X, Schwind S, Santhanam R, Eisfeld AK, Chiang CL, Lankenau M, Yu B, Hoellerbauer P, Jin Y, Tarighat SS, Khalife J, Walker A, Perrotti D, Bloomfield CD, Wang H, Lee RJ, Lee LJ, Marcucci G.","Oncotarget. 2016 Sep 13;7(37):59273-59286. doi: 10.18632/oncotarget.11150.","Huang X","Oncotarget","2016","2016/08/13","PMC5312311","","10.18632/oncotarget.11150"
"25949905","Cancer stem cell vaccine inhibits metastases of primary tumors and induces humoral immune responses against cancer stem cells","Lu L, Tao H, Chang AE, Hu Y, Shu G, Chen Q, Egenti M, Owen J, Moyer JS, Prince ME, Huang S, Wicha MS, Xia JC, Li Q.","Oncoimmunology. 2015 Jan 9;4(3):e990767. doi: 10.4161/2162402X.2014.990767. eCollection 2015 Mar.","Lu L","Oncoimmunology","2015","2015/05/08","PMC4404925","","10.4161/2162402X.2014.990767"
"32221764","An evaluation of the Acromegaly Treatment Satisfaction Questionnaire (Acro-TSQ) in adult patients with acromegaly, including correlations with other patient-reported outcome measures: data from two large multicenter international studies","Fleseriu M, Fogelfeld L, Gordon MB, Sisco J, Crosby RD, Ludlam WH, Haviv A, Mathias SD.","Pituitary. 2020 Aug;23(4):347-358. doi: 10.1007/s11102-020-01038-y.","Fleseriu M","Pituitary","2020","2020/03/30","PMC7316852","","10.1007/s11102-020-01038-y"
"25535390","Cultivation of a human-associated TM7 phylotype reveals a reduced genome and epibiotic parasitic lifestyle","He X, McLean JS, Edlund A, Yooseph S, Hall AP, Liu SY, Dorrestein PC, Esquenazi E, Hunter RC, Cheng G, Nelson KE, Lux R, Shi W.","Proc Natl Acad Sci U S A. 2015 Jan 6;112(1):244-9. doi: 10.1073/pnas.1419038112. Epub 2014 Dec 22.","He X","Proc Natl Acad Sci U S A","2015","2014/12/24","PMC4291631","","10.1073/pnas.1419038112"
"23483532","An independent endocytic pathway stimulates different monocyte subsets by the a2 N-terminus domain of vacuolar-ATPase","Kwong C, Gilman-Sachs A, Beaman K.","Oncoimmunology. 2013 Jan 1;2(1):e22978. doi: 10.4161/onci.22978.","Kwong C","Oncoimmunology","2013","2013/03/14","PMC3583941","","10.4161/onci.22978"
"30308383","Brasilane sesquiterpenoids and dihydrobenzofuran derivatives from Aspergillus terreus [CFCC 81836]","Wu Z, Li D, Zeng F, Tong Q, Zheng Y, Liu J, Zhou Q, Li XN, Chen C, Lai Y, Zhu H, Zhang Y.","Phytochemistry. 2018 Dec;156:159-166. doi: 10.1016/j.phytochem.2018.10.006. Epub 2018 Oct 9.","Wu Z","Phytochemistry","2018","2018/10/12","","","10.1016/j.phytochem.2018.10.006"
"27634112","Association and regulation of protein factors of field effect in prostate tissues","Gabriel KN, Jones AC, Nguyen JP, Antillon KS, Janos SN, Overton HN, Jenkins SM, Frisch EH, Trujillo KA, Bisoffi M.","Int J Oncol. 2016 Oct;49(4):1541-1552. doi: 10.3892/ijo.2016.3666. Epub 2016 Aug 22.","Gabriel KN","Int J Oncol","2016","2016/09/17","PMC5021247","","10.3892/ijo.2016.3666"
"32379754","Bidirectional crosstalk between Hypoxia-Inducible Factor and glucocorticoid signalling in zebrafish larvae","Marchi D, Santhakumar K, Markham E, Li N, Storbeck KH, Krone N, Cunliffe VT, van Eeden FJM.","PLoS Genet. 2020 May 7;16(5):e1008757. doi: 10.1371/journal.pgen.1008757. eCollection 2020 May.","Marchi D","PLoS Genet","2020","2020/05/08","PMC7237044","","10.1371/journal.pgen.1008757"
"26889088","Long-term gene therapy with Del1 fragment using nonviral vectors in mice with explanted tumors","Kitano H, Mamiya A, Ishikawa T, Egoshi K, Kokubun S, Hidai C.","Onco Targets Ther. 2016 Jan 25;9:503-16. doi: 10.2147/OTT.S90801. eCollection 2016.","Kitano H","Onco Targets Ther","2016","2016/02/19","PMC4741368","","10.2147/OTT.S90801"
"28886138","Reproductive life history of sablefish (Anoplopoma fimbria) from the U.S. Washington coast","Guzmán JM, Luckenbach JA, Middleton MA, Massee KC, Jensen C, Goetz FW, Jasonowicz AJ, Swanson P.","PLoS One. 2017 Sep 8;12(9):e0184413. doi: 10.1371/journal.pone.0184413. eCollection 2017.","Guzmán JM","PLoS One","2017","2017/09/09","PMC5590928","","10.1371/journal.pone.0184413"
"31774522","Efficacy and Safety of Gemcitabine With Trastuzumab and Pertuzumab After Prior Pertuzumab-Based Therapy Among Patients With Human Epidermal Growth Factor Receptor 2-Positive Metastatic Breast Cancer: A Phase 2 Clinical Trial","Iyengar NM, Smyth LM, Lake D, Gucalp A, Singh JC, Traina TA, DeFusco P, Fornier MN, Goldfarb S, Jhaveri K, Modi S, Troso-Sandoval T, Patil S, Ulaner GA, Jochelson M, Norton L, Hudis CA, Dang CT.","JAMA Netw Open. 2019 Nov 1;2(11):e1916211. doi: 10.1001/jamanetworkopen.2019.16211.","Iyengar NM","JAMA Netw Open","2019","2019/11/28","PMC6902832","","10.1001/jamanetworkopen.2019.16211"
"27386551","Tumor-homing peptides as tools for targeted delivery of payloads to the placenta","King A, Ndifon C, Lui S, Widdows K, Kotamraju VR, Agemy L, Teesalu T, Glazier JD, Cellesi F, Tirelli N, Aplin JD, Ruoslahti E, Harris LK.","Sci Adv. 2016 May 6;2(5):e1600349. doi: 10.1126/sciadv.1600349. eCollection 2016 May.","King A","Sci Adv","2016","2016/07/08","PMC4928982","","10.1126/sciadv.1600349"
"24465846","Microarray analysis of rat pancreas reveals altered expression of Alox15 and regenerating islet-derived genes in response to iron deficiency and overload","Coffey R, Nam H, Knutson MD.","PLoS One. 2014 Jan 21;9(1):e86019. doi: 10.1371/journal.pone.0086019. eCollection 2014.","Coffey R","PLoS One","2014","2014/01/28","PMC3897611","","10.1371/journal.pone.0086019"
"24319531","Malarial infection of female BWF1 lupus mice alters the redox state in kidney and liver tissues and confers protection against lupus nephritis","Al-Quraishy S, Abdel-Maksoud MA, El-Amir A, Abdel-Ghaffar FA, Badr G.","Oxid Med Cell Longev. 2013;2013:156562. doi: 10.1155/2013/156562. Epub 2013 Nov 10.","Al-Quraishy S","Oxid Med Cell Longev","2013","2013/12/10","PMC3844167","","10.1155/2013/156562"
"25743751","Spiroquinazolinone-induced cytotoxicity and apoptosis in K562 human leukemia cells: alteration in expression levels of Bcl-2 and Bax","Ghasemian M, Mahdavi M, Zare P, Ali Hosseinpour Feizi M.","J Toxicol Sci. 2015 Feb;40(1):115-26. doi: 10.2131/jts.40.115.","Ghasemian M","J Toxicol Sci","2015","2015/03/07","","","10.2131/jts.40.115"
"30478403","A biophysical study on the mechanism of interactions of DOX or PTX with α-lactalbumin as a delivery carrier","Delavari B, Mamashli F, Bigdeli B, Poursoleiman A, Karami L, Zolmajd-Haghighi Z, Ghasemi A, Samaei-Daryan S, Hosseini M, Haertlé T, Muronetz VI, Halskau Ø, Moosavi-Movahedi AA, Goliaei B, Rezayan AH, Saboury AA.","Sci Rep. 2018 Nov 26;8(1):17345. doi: 10.1038/s41598-018-35559-1.","Delavari B","Sci Rep","2018","2018/11/28","PMC6255783","","10.1038/s41598-018-35559-1"
"24223226","Branched-chain amino acids enhance premature senescence through mammalian target of rapamycin complex I-mediated upregulation of p21 protein","Nakano M, Nakashima A, Nagano T, Ishikawa S, Kikkawa U, Kamada S.","PLoS One. 2013 Nov 6;8(11):e80411. doi: 10.1371/journal.pone.0080411. eCollection 2013.","Nakano M","PLoS One","2013","2013/11/14","PMC3819289","","10.1371/journal.pone.0080411"
"30929949","Profiling withanolide A for therapeutic targets in neurodegenerative diseases","Crane EA, Heydenreuter W, Beck KR, Strajhar P, Vomacka J, Smiesko M, Mons E, Barth L, Neuburger M, Vedani A, Odermatt A, Sieber SA, Gademann K.","Bioorg Med Chem. 2019 Jun 15;27(12):2508-2520. doi: 10.1016/j.bmc.2019.03.022. Epub 2019 Mar 13.","Crane EA","Bioorg Med Chem","2019","2019/04/02","","","10.1016/j.bmc.2019.03.022"
"25742798","Augmented BMP signaling in the neural crest inhibits nasal cartilage morphogenesis by inducing p53-mediated apoptosis","Hayano S, Komatsu Y, Pan H, Mishina Y.","Development. 2015 Apr 1;142(7):1357-67. doi: 10.1242/dev.118802. Epub 2015 Mar 5.","Hayano S","Development","2015","2015/03/07","PMC4378250","","10.1242/dev.118802"
"25459573","FOXP3 DNA methylation levels as a potential biomarker in the development of periapical lesions","Campos K, Franscisconi CF, Okehie V, de Souza LC, Trombone AP, Letra A, Garlet GP, Gomez RS, Silva RM.","J Endod. 2015 Feb;41(2):212-8. doi: 10.1016/j.joen.2014.10.003. Epub 2014 Nov 11.","Campos K","J Endod","2015","2014/12/03","","","10.1016/j.joen.2014.10.003"
"34588223","Lineage tracing and single-cell analysis reveal proliferative Prom1+ tumour-propagating cells and their dynamic cellular transition during liver cancer progression","Zhou L, Yu KH, Wong TL, Zhang Z, Chan CH, Loong JH, Che N, Yu HJ, Tan KV, Tong M, Ngan ES, Ho JW, Ma S.","Gut. 2021 Sep 29:gutjnl-2021-324321. doi: 10.1136/gutjnl-2021-324321. Online ahead of print.","Zhou L","Gut","2021","2021/09/30","","","10.1136/gutjnl-2021-324321"
"30386973","Deubiquitinase Mysm1 regulates macrophage survival and polarization","Zhao X, Huang XH, Dong XH, Wang YH, Yang HX, Wang Y, He Y, Liu S, Zhou J, Wang C, Jiang XX.","Mol Biol Rep. 2018 Dec;45(6):2393-2401. doi: 10.1007/s11033-018-4405-3. Epub 2018 Nov 1.","Zhao X","Mol Biol Rep","2018","2018/11/03","","","10.1007/s11033-018-4405-3"
"28852934","Anti-glioma Activity of Dapsone and Its Enhancement by Synthetic Chemical Modification","Karpel-Massler G, Kast RE, Siegelin MD, Dwucet A, Schneider E, Westhoff MA, Wirtz CR, Chen XY, Halatsch ME, Bolm C.","Neurochem Res. 2017 Dec;42(12):3382-3389. doi: 10.1007/s11064-017-2378-6. Epub 2017 Aug 29.","Karpel-Massler G","Neurochem Res","2017","2017/08/31","","","10.1007/s11064-017-2378-6"
"22028914","Changes in capsular serotype alter the surface exposure of pneumococcal adhesins and impact virulence","Sanchez CJ, Hinojosa CA, Shivshankar P, Hyams C, Camberlein E, Brown JS, Orihuela CJ.","PLoS One. 2011;6(10):e26587. doi: 10.1371/journal.pone.0026587. Epub 2011 Oct 19.","Sanchez CJ","PLoS One","2011","2011/10/27","PMC3197518","","10.1371/journal.pone.0026587"
"33058158","Targeted therapy for metastatic renal cell carcinoma","Hofmann F, Hwang EC, Lam TB, Bex A, Yuan Y, Marconi LS, Ljungberg B.","Cochrane Database Syst Rev. 2020 Oct 14;10(10):CD012796. doi: 10.1002/14651858.CD012796.pub2.","Hofmann F","Cochrane Database Syst Rev","2020","2020/10/15","PMC8094280","","10.1002/14651858.CD012796.pub2"
"34858045","Clinical Development of AKT Inhibitors and Associated Predictive Biomarkers to Guide Patient Treatment in Cancer Medicine","Coleman N, Moyers JT, Harbery A, Vivanco I, Yap TA.","Pharmgenomics Pers Med. 2021 Nov 25;14:1517-1535. doi: 10.2147/PGPM.S305068. eCollection 2021.","Coleman N","Pharmgenomics Pers Med","2021","2021/12/03","PMC8630372","","10.2147/PGPM.S305068"
"31138426","Forkhead box P3 is selectively expressed in human trophoblasts and decreased in recurrent pregnancy loss","Hu X, Wang Y, Mor G, Liao A.","Placenta. 2019 Jun;81:1-8. doi: 10.1016/j.placenta.2019.04.003. Epub 2019 Apr 15.","Hu X","Placenta","2019","2019/05/30","","","10.1016/j.placenta.2019.04.003"
"33316116","Curcumin analog B14 has high bioavailability and enhances the effect of anti-breast cancer cells in vitro and in vivo","Shen H, Shen J, Pan H, Xu L, Sheng H, Liu B, Yao M.","Cancer Sci. 2021 Feb;112(2):815-827. doi: 10.1111/cas.14770. Epub 2020 Dec 31.","Shen H","Cancer Sci","2021","2020/12/14","PMC7894010","","10.1111/cas.14770"
"23426189","The hyaluronan synthesis inhibitor 4-methylumbelliferone exhibits antitumor effects against mesenchymal-like canine mammary tumor cells","Saito T, Dai T, Asano R.","Oncol Lett. 2013 Mar;5(3):1068-1074. doi: 10.3892/ol.2013.1124. Epub 2013 Jan 10.","Saito T","Oncol Lett","2013","2013/02/22","PMC3576365","","10.3892/ol.2013.1124"
"24519456","High-level expression, purification, and characterization of bifunctional ScFv-9R fusion protein","Zhang X, Xie J, Sun Y, Xu H, Du T, Liu Z, Chen J, Zheng Z, Liu K, Zhang J, Kan M, Li X, Xiao Y.","Appl Microbiol Biotechnol. 2014 Jun;98(12):5499-506. doi: 10.1007/s00253-014-5541-x. Epub 2014 Feb 12.","Zhang X","Appl Microbiol Biotechnol","2014","2014/02/13","","","10.1007/s00253-014-5541-x"
"32429073","The Geraniin-Rich Extract from Reunion Island Endemic Medicinal Plant Phyllanthus phillyreifolius Inhibits Zika and Dengue Virus Infection at Non-Toxic Effect Doses in Zebrafish","Haddad JG, Grauzdytė D, Koishi AC, Viranaicken W, Venskutonis PR, Nunes Duarte Dos Santos C, Desprès P, Diotel N, El Kalamouni C.","Molecules. 2020 May 15;25(10):2316. doi: 10.3390/molecules25102316.","Haddad JG","Molecules","2020","2020/05/21","PMC7287739","","10.3390/molecules25102316"
"29222170","Imprecision and DNA Break Repair Biased towards Incompatible End Joining in Leukemia","Gassner FJ, Schubert M, Rebhandl S, Spandl K, Zaborsky N, Catakovic K, Blaimer S, Hebenstreit D, Greil R, Geisberger R.","Mol Cancer Res. 2018 Mar;16(3):428-438. doi: 10.1158/1541-7786.MCR-17-0373. Epub 2017 Dec 8.","Gassner FJ","Mol Cancer Res","2018","2017/12/10","PMC5837005","EMS74977","10.1158/1541-7786.MCR-17-0373"
"26394920","Evaluation of breviscapine on prevention of experimentally induced abdominal adhesions in rats","Zhang H, Song Y, Li Z, Zhang T, Zeng L.","Am J Surg. 2016 Jun;211(6):1143-52. doi: 10.1016/j.amjsurg.2015.05.037. Epub 2015 Aug 29.","Zhang H","Am J Surg","2016","2015/09/24","","","10.1016/j.amjsurg.2015.05.037"
"32188388","Evaluation of Anticancer, Antibacterial and Antioxidant Properties of a Medicinally Treasured Fern Tectaria coadunata with its Phytoconstituents Analysis by HR-LCMS","Reddy MN, Adnan M, Alreshidi MM, Saeed M, Patel M.","Anticancer Agents Med Chem. 2020;20(15):1845-1856. doi: 10.2174/1871520620666200318101938.","Reddy MN","Anticancer Agents Med Chem","2020","2020/03/20","","","10.2174/1871520620666200318101938"
"30584371","Delta-6-desaturase inhibitor enhances radiation therapy in glioblastoma in vitro and in vivo","Wang J, Liang H, Sun M, Zhang L, Xu H, Liu W, Li Y, Zhou Y, Li Y, Li M.","Cancer Manag Res. 2018 Dec 7;10:6779-6790. doi: 10.2147/CMAR.S185601. eCollection 2018.","Wang J","Cancer Manag Res","2018","2018/12/26","PMC6289123","","10.2147/CMAR.S185601"
"32648938","The potential impacts of early secreted antigenic target of 6 kDa of Mycobacterium tuberculosis on KSHV-infected cells","Dai L, Jung BG, Chen J, Samten B, Forrest JC, Post SR, Qin Z.","J Med Virol. 2021 Jun;93(6):4028-4032. doi: 10.1002/jmv.26291. Epub 2020 Jul 17.","Dai L","J Med Virol","2021","2020/07/11","PMC7796979","NIHMS1624356","10.1002/jmv.26291"
"29872556","Computational immune profiling in lung adenocarcinoma reveals reproducible prognostic associations with implications for immunotherapy","Varn FS, Tafe LJ, Amos CI, Cheng C.","Oncoimmunology. 2018 Mar 15;7(6):e1431084. doi: 10.1080/2162402X.2018.1431084. eCollection 2018.","Varn FS","Oncoimmunology","2018","2018/06/07","PMC5980421","","10.1080/2162402X.2018.1431084"
"25530714","Optimization of a therapeutic electromagnetic field (EMF) to retard breast cancer tumor growth and vascularity","Cameron IL, Markov MS, Hardman WE.","Cancer Cell Int. 2014 Dec 7;14(1):125. doi: 10.1186/s12935-014-0125-5. eCollection 2014.","Cameron IL","Cancer Cell Int","2014","2014/12/23","PMC4272545","","10.1186/s12935-014-0125-5"
"28581356","Adjuvant Pertuzumab and Trastuzumab in Early HER2-Positive Breast Cancer","von Minckwitz G, Procter M, de Azambuja E, Zardavas D, Benyunes M, Viale G, Suter T, Arahmani A, Rouchet N, Clark E, Knott A, Lang I, Levy C, Yardley DA, Bines J, Gelber RD, Piccart M, Baselga J; APHINITY Steering Committee and Investigators.","N Engl J Med. 2017 Jul 13;377(2):122-131. doi: 10.1056/NEJMoa1703643. Epub 2017 Jun 5.","von Minckwitz G","N Engl J Med","2017","2017/06/06","PMC5538020","NIHMS883304","10.1056/NEJMoa1703643"
"26484113","Gene expression response to EWS-FLI1 in mouse embryonic cartilage","Tanaka M, Aisaki K, Kitajima S, Igarashi K, Kanno J, Nakamura T.","Genom Data. 2014 Sep 16;2:296-8. doi: 10.1016/j.gdata.2014.09.003. eCollection 2014 Dec.","Tanaka M","Genom Data","2014","2015/10/21","PMC4535656","","10.1016/j.gdata.2014.09.003"
"25804735","p53 Enables metabolic fitness and self-renewal of nephron progenitor cells","Li Y, Liu J, Li W, Brown A, Baddoo M, Li M, Carroll T, Oxburgh L, Feng Y, Saifudeen Z.","Development. 2015 Apr 1;142(7):1228-41. doi: 10.1242/dev.111617.","Li Y","Development","2015","2015/03/26","PMC4378244","","10.1242/dev.111617"
"28228588","Investigation of the Role of Protein Kinase D in Human Rhinovirus Replication","Guedán A, Swieboda D, Charles M, Toussaint M, Johnston SL, Asfor A, Panjwani A, Tuthill TJ, Danahay H, Raynham T, Mousnier A, Solari R.","J Virol. 2017 Apr 13;91(9):e00217-17. doi: 10.1128/JVI.00217-17. Print 2017 May 1.","Guedán A","J Virol","2017","2017/02/24","PMC5391474","","10.1128/JVI.00217-17"
"33392835","Safety and efficacy of abemaciclib plus endocrine therapy in older patients with hormone receptor-positive/human epidermal growth factor receptor 2-negative advanced breast cancer: an age-specific subgroup analysis of MONARCH 2 and 3 trials","Goetz MP, Okera M, Wildiers H, Campone M, Grischke EM, Manso L, André VAM, Chouaki N, San Antonio B, Toi M, Sledge GW Jr.","Breast Cancer Res Treat. 2021 Apr;186(2):417-428. doi: 10.1007/s10549-020-06029-y. Epub 2021 Jan 3.","Goetz MP","Breast Cancer Res Treat","2021","2021/01/04","PMC7990838","","10.1007/s10549-020-06029-y"
